"region","hustyp","ägarkategori","år","Antal"
"Heby","flerbostadshus","stat, kommun, region","2016",0
"Heby","flerbostadshus","stat, kommun, region","2017",0
"Heby","flerbostadshus","stat, kommun, region","2018",0
"Heby","flerbostadshus","stat, kommun, region","2019",0
"Heby","flerbostadshus","stat, kommun, region","2020",0
"Heby","flerbostadshus","stat, kommun, region","2021",0
"Heby","flerbostadshus","stat, kommun, region","2022",0
"Heby","flerbostadshus","stat, kommun, region","2023",0
"Heby","flerbostadshus","stat, kommun, region","2024",0
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2013",648
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2014",637
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2015",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2016",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2017",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2018",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2019",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2020",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2021",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2022",661
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2023",663
"Heby","flerbostadshus","allmännyttiga bostadsföretag","2024",663
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2013",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2014",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2015",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2016",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2017",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2018",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2019",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2020",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2021",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2022",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2023",0
"Heby","flerbostadshus","kooperativa hyresrättsföreningar","2024",0
"Heby","flerbostadshus","bostadsrättsföreningar","2013",391
"Heby","flerbostadshus","bostadsrättsföreningar","2014",391
"Heby","flerbostadshus","bostadsrättsföreningar","2015",391
"Heby","flerbostadshus","bostadsrättsföreningar","2016",427
"Heby","flerbostadshus","bostadsrättsföreningar","2017",427
"Heby","flerbostadshus","bostadsrättsföreningar","2018",427
"Heby","flerbostadshus","bostadsrättsföreningar","2019",439
"Heby","flerbostadshus","bostadsrättsföreningar","2020",439
"Heby","flerbostadshus","bostadsrättsföreningar","2021",455
"Heby","flerbostadshus","bostadsrättsföreningar","2022",455
"Heby","flerbostadshus","bostadsrättsföreningar","2023",455
"Heby","flerbostadshus","bostadsrättsföreningar","2024",455
"Heby","flerbostadshus","fysiska personer","2013",68
"Heby","flerbostadshus","fysiska personer","2014",68
"Heby","flerbostadshus","fysiska personer","2015",64
"Heby","flerbostadshus","fysiska personer","2016",61
"Heby","flerbostadshus","fysiska personer","2017",58
"Heby","flerbostadshus","fysiska personer","2018",55
"Heby","flerbostadshus","fysiska personer","2019",60
"Heby","flerbostadshus","fysiska personer","2020",48
"Heby","flerbostadshus","fysiska personer","2021",48
"Heby","flerbostadshus","fysiska personer","2022",48
"Heby","flerbostadshus","fysiska personer","2023",48
"Heby","flerbostadshus","fysiska personer","2024",48
"Heby","flerbostadshus","svenska aktiebolag","2013",198
"Heby","flerbostadshus","svenska aktiebolag","2014",209
"Heby","flerbostadshus","svenska aktiebolag","2015",227
"Heby","flerbostadshus","svenska aktiebolag","2016",230
"Heby","flerbostadshus","svenska aktiebolag","2017",230
"Heby","flerbostadshus","svenska aktiebolag","2018",280
"Heby","flerbostadshus","svenska aktiebolag","2019",305
"Heby","flerbostadshus","svenska aktiebolag","2020",329
"Heby","flerbostadshus","svenska aktiebolag","2021",346
"Heby","flerbostadshus","svenska aktiebolag","2022",379
"Heby","flerbostadshus","svenska aktiebolag","2023",396
"Heby","flerbostadshus","svenska aktiebolag","2024",396
"Heby","flerbostadshus","övriga ägare","2013",7
"Heby","flerbostadshus","övriga ägare","2014",7
"Heby","flerbostadshus","övriga ägare","2015",7
"Heby","flerbostadshus","övriga ägare","2016",7
"Heby","flerbostadshus","övriga ägare","2017",7
"Heby","flerbostadshus","övriga ägare","2018",7
"Heby","flerbostadshus","övriga ägare","2019",7
"Heby","flerbostadshus","övriga ägare","2020",3
"Heby","flerbostadshus","övriga ägare","2021",3
"Heby","flerbostadshus","övriga ägare","2022",3
"Heby","flerbostadshus","övriga ägare","2023",3
"Heby","flerbostadshus","övriga ägare","2024",3
"Heby","flerbostadshus","uppgift saknas","2013",0
"Heby","flerbostadshus","uppgift saknas","2014",0
"Heby","flerbostadshus","uppgift saknas","2015",0
"Heby","flerbostadshus","uppgift saknas","2016",0
"Heby","flerbostadshus","uppgift saknas","2017",0
"Heby","flerbostadshus","uppgift saknas","2018",0
"Heby","flerbostadshus","uppgift saknas","2019",0
"Heby","flerbostadshus","uppgift saknas","2020",0
"Heby","flerbostadshus","uppgift saknas","2021",0
"Heby","flerbostadshus","uppgift saknas","2022",0
"Heby","flerbostadshus","uppgift saknas","2023",0
"Heby","flerbostadshus","uppgift saknas","2024",0
"Heby","övriga hus","stat, kommun, region","2013",7
"Heby","övriga hus","stat, kommun, region","2014",7
"Heby","övriga hus","stat, kommun, region","2015",7
"Heby","övriga hus","stat, kommun, region","2016",7
"Heby","övriga hus","stat, kommun, region","2017",7
"Heby","övriga hus","stat, kommun, region","2018",0
"Heby","övriga hus","stat, kommun, region","2019",0
"Heby","övriga hus","stat, kommun, region","2020",0
"Heby","övriga hus","stat, kommun, region","2021",0
"Heby","övriga hus","stat, kommun, region","2022",0
"Heby","övriga hus","stat, kommun, region","2023",0
"Heby","övriga hus","stat, kommun, region","2024",0
"Heby","övriga hus","allmännyttiga bostadsföretag","2013",11
"Heby","övriga hus","allmännyttiga bostadsföretag","2014",11
"Heby","övriga hus","allmännyttiga bostadsföretag","2015",5
"Heby","övriga hus","allmännyttiga bostadsföretag","2016",5
"Heby","övriga hus","allmännyttiga bostadsföretag","2017",5
"Heby","övriga hus","allmännyttiga bostadsföretag","2018",12
"Heby","övriga hus","allmännyttiga bostadsföretag","2019",12
"Heby","övriga hus","allmännyttiga bostadsföretag","2020",12
"Heby","övriga hus","allmännyttiga bostadsföretag","2021",12
"Heby","övriga hus","allmännyttiga bostadsföretag","2022",12
"Heby","övriga hus","allmännyttiga bostadsföretag","2023",12
"Heby","övriga hus","allmännyttiga bostadsföretag","2024",12
"Heby","övriga hus","kooperativa hyresrättsföreningar","2013",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2014",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2015",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2016",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2017",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2018",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2019",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2020",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2021",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2022",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2023",0
"Heby","övriga hus","kooperativa hyresrättsföreningar","2024",0
"Heby","övriga hus","bostadsrättsföreningar","2013",0
"Heby","övriga hus","bostadsrättsföreningar","2014",0
"Heby","övriga hus","bostadsrättsföreningar","2015",0
"Heby","övriga hus","bostadsrättsföreningar","2016",0
"Heby","övriga hus","bostadsrättsföreningar","2017",0
"Heby","övriga hus","bostadsrättsföreningar","2018",0
"Heby","övriga hus","bostadsrättsföreningar","2019",0
"Heby","övriga hus","bostadsrättsföreningar","2020",0
"Heby","övriga hus","bostadsrättsföreningar","2021",0
"Heby","övriga hus","bostadsrättsföreningar","2022",0
"Heby","övriga hus","bostadsrättsföreningar","2023",0
"Heby","övriga hus","bostadsrättsföreningar","2024",0
"Heby","övriga hus","fysiska personer","2013",31
"Heby","övriga hus","fysiska personer","2014",31
"Heby","övriga hus","fysiska personer","2015",31
"Heby","övriga hus","fysiska personer","2016",33
"Heby","övriga hus","fysiska personer","2017",34
"Heby","övriga hus","fysiska personer","2018",30
"Heby","övriga hus","fysiska personer","2019",30
"Heby","övriga hus","fysiska personer","2020",29
"Heby","övriga hus","fysiska personer","2021",28
"Heby","övriga hus","fysiska personer","2022",28
"Heby","övriga hus","fysiska personer","2023",27
"Heby","övriga hus","fysiska personer","2024",27
"Heby","övriga hus","svenska aktiebolag","2013",18
"Heby","övriga hus","svenska aktiebolag","2014",18
"Heby","övriga hus","svenska aktiebolag","2015",17
"Heby","övriga hus","svenska aktiebolag","2016",18
"Heby","övriga hus","svenska aktiebolag","2017",18
"Heby","övriga hus","svenska aktiebolag","2018",23
"Heby","övriga hus","svenska aktiebolag","2019",27
"Heby","övriga hus","svenska aktiebolag","2020",29
"Heby","övriga hus","svenska aktiebolag","2021",30
"Heby","övriga hus","svenska aktiebolag","2022",31
"Heby","övriga hus","svenska aktiebolag","2023",31
"Heby","övriga hus","svenska aktiebolag","2024",31
"Heby","övriga hus","övriga ägare","2013",7
"Heby","övriga hus","övriga ägare","2014",7
"Heby","övriga hus","övriga ägare","2015",8
"Heby","övriga hus","övriga ägare","2016",8
"Heby","övriga hus","övriga ägare","2017",8
"Heby","övriga hus","övriga ägare","2018",8
"Heby","övriga hus","övriga ägare","2019",9
"Heby","övriga hus","övriga ägare","2020",9
"Heby","övriga hus","övriga ägare","2021",9
"Heby","övriga hus","övriga ägare","2022",9
"Heby","övriga hus","övriga ägare","2023",9
"Heby","övriga hus","övriga ägare","2024",9
"Heby","övriga hus","uppgift saknas","2013",0
"Heby","övriga hus","uppgift saknas","2014",0
"Heby","övriga hus","uppgift saknas","2015",0
"Heby","övriga hus","uppgift saknas","2016",0
"Heby","övriga hus","uppgift saknas","2017",0
"Heby","övriga hus","uppgift saknas","2018",0
"Heby","övriga hus","uppgift saknas","2019",0
"Heby","övriga hus","uppgift saknas","2020",0
"Heby","övriga hus","uppgift saknas","2021",0
"Heby","övriga hus","uppgift saknas","2022",0
"Heby","övriga hus","uppgift saknas","2023",0
"Heby","övriga hus","uppgift saknas","2024",0
"Heby","specialbostäder","stat, kommun, region","2013",0
"Heby","specialbostäder","stat, kommun, region","2014",0
"Heby","specialbostäder","stat, kommun, region","2015",0
"Heby","specialbostäder","stat, kommun, region","2016",0
"Heby","specialbostäder","stat, kommun, region","2017",0
"Heby","specialbostäder","stat, kommun, region","2018",0
"Heby","specialbostäder","stat, kommun, region","2019",0
"Heby","specialbostäder","stat, kommun, region","2020",0
"Heby","specialbostäder","stat, kommun, region","2021",0
"Heby","specialbostäder","stat, kommun, region","2022",0
"Heby","specialbostäder","stat, kommun, region","2023",0
"Heby","specialbostäder","stat, kommun, region","2024",0
"Heby","specialbostäder","allmännyttiga bostadsföretag","2013",190
"Heby","specialbostäder","allmännyttiga bostadsföretag","2014",190
"Heby","specialbostäder","allmännyttiga bostadsföretag","2015",199
"Heby","specialbostäder","allmännyttiga bostadsföretag","2016",212
"Heby","specialbostäder","allmännyttiga bostadsföretag","2017",212
"Heby","specialbostäder","allmännyttiga bostadsföretag","2018",212
"Heby","specialbostäder","allmännyttiga bostadsföretag","2019",212
"Heby","specialbostäder","allmännyttiga bostadsföretag","2020",213
"Heby","specialbostäder","allmännyttiga bostadsföretag","2021",214
"Heby","specialbostäder","allmännyttiga bostadsföretag","2022",214
"Heby","specialbostäder","allmännyttiga bostadsföretag","2023",214
"Heby","specialbostäder","allmännyttiga bostadsföretag","2024",214
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2013",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2014",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2015",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2016",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2017",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2018",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2019",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2020",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2021",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2022",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2023",0
"Heby","specialbostäder","kooperativa hyresrättsföreningar","2024",0
"Heby","specialbostäder","bostadsrättsföreningar","2013",0
"Heby","specialbostäder","bostadsrättsföreningar","2014",0
"Heby","specialbostäder","bostadsrättsföreningar","2015",0
"Heby","specialbostäder","bostadsrättsföreningar","2016",0
"Heby","specialbostäder","bostadsrättsföreningar","2017",0
"Heby","specialbostäder","bostadsrättsföreningar","2018",0
"Heby","specialbostäder","bostadsrättsföreningar","2019",0
"Heby","specialbostäder","bostadsrättsföreningar","2020",0
"Heby","specialbostäder","bostadsrättsföreningar","2021",0
"Heby","specialbostäder","bostadsrättsföreningar","2022",0
"Heby","specialbostäder","bostadsrättsföreningar","2023",0
"Heby","specialbostäder","bostadsrättsföreningar","2024",0
"Heby","specialbostäder","fysiska personer","2013",4
"Heby","specialbostäder","fysiska personer","2014",4
"Heby","specialbostäder","fysiska personer","2015",4
"Heby","specialbostäder","fysiska personer","2016",4
"Heby","specialbostäder","fysiska personer","2017",8
"Heby","specialbostäder","fysiska personer","2018",6
"Heby","specialbostäder","fysiska personer","2019",6
"Heby","specialbostäder","fysiska personer","2020",6
"Heby","specialbostäder","fysiska personer","2021",6
"Heby","specialbostäder","fysiska personer","2022",6
"Heby","specialbostäder","fysiska personer","2023",6
"Heby","specialbostäder","fysiska personer","2024",6
"Heby","specialbostäder","svenska aktiebolag","2013",6
"Heby","specialbostäder","svenska aktiebolag","2014",6
"Heby","specialbostäder","svenska aktiebolag","2015",6
"Heby","specialbostäder","svenska aktiebolag","2016",6
"Heby","specialbostäder","svenska aktiebolag","2017",6
"Heby","specialbostäder","svenska aktiebolag","2018",9
"Heby","specialbostäder","svenska aktiebolag","2019",9
"Heby","specialbostäder","svenska aktiebolag","2020",15
"Heby","specialbostäder","svenska aktiebolag","2021",102
"Heby","specialbostäder","svenska aktiebolag","2022",102
"Heby","specialbostäder","svenska aktiebolag","2023",102
"Heby","specialbostäder","svenska aktiebolag","2024",102
"Heby","specialbostäder","övriga ägare","2013",0
"Heby","specialbostäder","övriga ägare","2014",0
"Heby","specialbostäder","övriga ägare","2015",0
"Heby","specialbostäder","övriga ägare","2016",0
"Heby","specialbostäder","övriga ägare","2017",0
"Heby","specialbostäder","övriga ägare","2018",0
"Heby","specialbostäder","övriga ägare","2019",0
"Heby","specialbostäder","övriga ägare","2020",0
"Heby","specialbostäder","övriga ägare","2021",0
"Heby","specialbostäder","övriga ägare","2022",0
"Heby","specialbostäder","övriga ägare","2023",0
"Heby","specialbostäder","övriga ägare","2024",0
"Heby","specialbostäder","uppgift saknas","2013",0
"Heby","specialbostäder","uppgift saknas","2014",0
"Heby","specialbostäder","uppgift saknas","2015",0
"Heby","specialbostäder","uppgift saknas","2016",0
"Heby","specialbostäder","uppgift saknas","2017",0
"Heby","specialbostäder","uppgift saknas","2018",0
"Heby","specialbostäder","uppgift saknas","2019",0
"Heby","specialbostäder","uppgift saknas","2020",0
"Heby","specialbostäder","uppgift saknas","2021",0
"Heby","specialbostäder","uppgift saknas","2022",0
"Heby","specialbostäder","uppgift saknas","2023",0
"Heby","specialbostäder","uppgift saknas","2024",0
